Equivalents_OH,pH_Wolverine,pH_Brutus
0.01,6.205773936961595,6.1415629198852395
0.15,7.325189042323078,7.449886453782902
0.29,7.664297783304182,7.749911948516283
0.42999999999999994,7.992784681225288,8.052137580177808
0.57,8.18428164722768,8.274340136021658
0.71,8.750441232990406,8.505620846844081
0.8499999999999999,8.923271708937932,8.927813819158716
0.99,9.913799457570956,10.136678657628305
0.01,6.12664668261695,6.066250673475554
0.15,7.347191597143769,7.3698706178472415
0.29,7.641881406979716,7.7056161424469565
0.42999999999999994,7.760637199004094,7.9048067459735885
0.57,8.12265138581316,8.210685927457819
0.71,8.670671949394668,8.488193051370004
0.8499999999999999,8.596332837002718,8.852921088906887
0.99,10.017356285803173,10.167595337315964
0.01,6.094289584864442,6.096632083512117
0.15,7.112007839046578,7.35013639530846
0.29,7.398855196531794,7.75454164601071
0.42999999999999994,8.220605906812743,7.959410843727378
0.57,8.283455922541075,8.247670126181246
0.71,8.327212053854902,8.498732265489112
0.8499999999999999,8.953053791370493,8.901716640035241
0.99,10.059274766251846,10.147236271905776
0.01,6.217542005154789,6.12656604220154
0.15,6.9983335326735014,7.358086424034913
0.29,7.833584438986145,7.6670073996301
0.42999999999999994,8.26008223540589,7.912099970814756
0.57,8.358078724064283,8.154412773675256
0.71,8.6457085858234,8.48113822054943
0.8499999999999999,8.757236155953985,8.878406081350848
0.99,10.24364742619255,10.08644592364159
0.01,6.506268599772043,6.027189533386774
0.15,7.510025711068146,7.335327588623528
0.29,7.727415314222077,7.651488588878159
0.42999999999999994,7.602438965760646,8.023321608198723
0.57,8.390255371586726,8.255513261879894
0.71,8.630573358091759,8.448627950228751
0.8499999999999999,8.864212849472775,8.86235136188753
0.99,10.198072797054516,10.029958656555104
0.01,6.3365749216328044,6.084849007119011
0.15,7.451413342891368,7.429827629082629
0.29,7.6902329378665115,7.68009585286943
0.42999999999999994,8.010066035230944,7.966556191187883
0.57,8.232884536448385,8.206981500007705
0.71,8.369100879701463,8.428555407682405
0.8499999999999999,8.874870194198161,8.838105262425461
0.99,10.531962306248383,10.102112738880688
0.01,6.32347811845081,6.12300093270127
0.15,7.3632055484018855,7.3341673490386174
0.29,7.664455522254224,7.702711172251669
0.42999999999999994,8.041831979776907,7.999766768441311
0.57,8.231940143074702,8.218653178389062
0.71,8.657799331183126,8.433911139853391
0.8499999999999999,8.885647685329264,8.755880799725217
0.99,10.07484923780399,10.089195170028663
0.01,6.433968416506768,6.113176763715115
0.15,7.161021683373056,7.333978943752106
0.29,7.5012645928103545,7.747888250628296
0.42999999999999994,8.385750788834425,7.9326142752782145
0.57,8.621961940276178,8.183288025409459
0.71,8.52371065588655,8.456464780807812
0.8499999999999999,9.114087114925246,8.828532695356513
0.99,9.63141263626289,10.0679580920421
0.01,6.034616468186733,6.040106422618081
0.15,7.235757793717333,7.255427110345861
0.29,7.693457698893745,7.742867599294227
0.42999999999999994,8.041093793226079,7.98810918324727
0.57,8.136234646776026,8.188800723935119
0.71,8.602082657570087,8.604102718249385
0.8499999999999999,8.776071223265404,8.886501146840594
0.99,10.178020876021732,10.13756817062055
0.01,6.124165112749357,6.082430508782966
0.15,7.6215545443862664,7.3834731964800655
0.29,8.264542452356205,7.70115961245815
0.42999999999999994,7.924563385395694,7.945208243295804
0.57,8.704062970370527,8.268009483466852
0.71,8.158674601452757,8.489054414302494
0.8499999999999999,8.984557496468328,8.902983965781193
0.99,9.803636321461031,10.116829679100528
0.01,5.933741328685355,6.137872555172417
0.15,7.1588422969986825,7.403703097802557
0.29,8.024720481744408,7.683202079057759
0.42999999999999994,7.897670715977413,8.040534900672395
0.57,8.127102342503152,8.237403532476286
0.71,8.545537913198508,8.494227392566591
0.8499999999999999,9.193271149105245,8.826523818348258
0.99,10.10566453593442,10.16548430902677
0.01,6.075630462072844,6.173527079155311
0.15,7.5014394104749975,7.4039045153481835
0.29,8.339131164630803,7.625690448412779
0.42999999999999994,7.823601526290251,7.948819631140503
0.57,8.250862645981169,8.216537912238449
0.71,8.503365417750212,8.628839817993024
0.8499999999999999,8.804963900948861,8.808929526913861
0.99,9.800028051191719,10.061375693881384
