,ligand_nM,frac_bound
0,1.023292992280754,0.015383665673339554
1,2.805433637951714,0.020241281315445593
2,7.691304402866098,0.14914273696562372
3,21.086281499332898,0.34927780710046374
4,57.80960474057184,0.7974545307779219
5,158.48931924611142,0.9112874577076434
6,1.023292992280754,0.010542029257324573
7,2.805433637951714,0.039614106866789595
8,7.691304402866098,0.18000983422100292
9,21.086281499332898,0.3220036824643168
10,57.80960474057184,0.7552783959430069
11,158.48931924611142,1.0874115154798845
12,1.023292992280754,0.00844603347935149
13,2.805433637951714,0.0466155261085823
14,7.691304402866098,0.15672349912142663
15,21.086281499332898,0.34350492232058816
16,57.80960474057184,0.7581016031594521
17,158.48931924611142,0.952341634215263
18,1.023292992280754,0.004014753328313228
19,2.805433637951714,0.057685893521623115
20,7.691304402866098,0.13332023757140807
21,21.086281499332898,0.3514180356952961
22,57.80960474057184,0.7908907811132602
23,158.48931924611142,1.032750670301536
24,1.023292992280754,0.01414965935509254
25,2.805433637951714,0.039139765634660685
26,7.691304402866098,0.13852550826701254
27,21.086281499332898,0.40984242818214056
28,57.80960474057184,0.7921741528135845
29,158.48931924611142,0.9189456552784969
30,1.023292992280754,0.02716614084760818
31,2.805433637951714,0.05972440300439474
32,7.691304402866098,0.13643298936395593
33,21.086281499332898,0.38199786093086696
34,57.80960474057184,0.7890764149023713
35,158.48931924611142,0.9386255355815136
36,1.023292992280754,0.029140632252609534
37,2.805433637951714,0.04411039031025737
38,7.691304402866098,0.11791002769993554
39,21.086281499332898,0.37147539343325625
40,57.80960474057184,0.7623348068360368
41,158.48931924611142,0.9161658285207026
42,1.023292992280754,0.03205665205833855
43,2.805433637951714,0.048664444764097356
44,7.691304402866098,0.1521937674436177
45,21.086281499332898,0.36482152589675515
46,57.80960474057184,0.8153230583587584
47,158.48931924611142,1.0372335831713455
48,1.023292992280754,0.01285693115909528
49,2.805433637951714,0.06212371831982995
50,7.691304402866098,0.13614162944085162
51,21.086281499332898,0.3752037309942406
52,57.80960474057184,0.739537609349842
53,158.48931924611142,0.9053057773966372
54,1.023292992280754,0.013970158564676914
55,2.805433637951714,0.049642692453277903
56,7.691304402866098,0.14647177425093455
57,21.086281499332898,0.3900372106930087
58,57.80960474057184,0.8212895917254425
59,158.48931924611142,1.0247076332436975
